地区名称 机构名称 机构类型 地区名称
贵州省 贵阳市 乌当区 乌当区羊昌镇卫生院
贵州省 贵阳市 乌当区 新添医院
贵州省 贵阳市 云岩区 三桥社区卫生服务中心
贵州省 贵阳市 云岩区 中东社区卫生服务中心
贵州省 贵阳市 云岩区 中东社区卫生服务站
贵州省 贵阳市 云岩区 中华社区卫生服务中心
贵州省 贵阳市 云岩区 中天社区卫生服务站
贵州省 贵阳市 云岩区 中环社区卫生服务中心
贵州省 贵阳市 云岩区 云岩区黔灵卫生院
贵州省 贵阳市 云岩区 北京路社区卫生服务中心
贵州省 贵阳市 云岩区 北京路第一卫生服务站
贵州省 贵阳市 云岩区 圣泉社区卫生服务站
贵州省 贵阳市 云岩区 头桥社区卫生服务中心
贵州省 贵阳市 云岩区 威清社区卫生服务中心
贵州省 贵阳市 云岩区 市西社区卫生服务中心
贵州省 贵阳市 云岩区 延中社区卫生服务中心
贵州省 贵阳市 云岩区 延中社区卫生服务站
贵州省 贵阳市 云岩区 普天社区卫生服务站
贵州省 贵阳市 云岩区 普陀社区卫生服务中心
贵州省 贵阳市 云岩区 普陀社区卫生服务站
贵州省 贵阳市 云岩区 栖霞社区卫生服务中心
贵州省 贵阳市 云岩区 水东社区卫生服务中心
贵州省 贵阳市 云岩区 省府社区卫生服务中心
贵州省 贵阳市 云岩区 荷塘社区卫生服务站
贵州省 贵阳市 云岩区 蔡关社区卫生服务站
贵州省 贵阳市 云岩区 贵乌社区卫生服务中心
贵州省 贵阳市 云岩区 金关社区卫生服务中心
贵州省 贵阳市 云岩区 金惠社区卫生服务站
贵州省 贵阳市 云岩区 金狮社区卫生服务中心
贵州省 贵阳市 云岩区 金鸭社区卫生服务站
贵州省 贵阳市 云岩区 黔灵镇世纪园社区卫生服务站
贵州省 贵阳市 云岩区 黔灵镇卫生院（社区）
贵州省 贵阳市 云岩区 黔灵镇第三卫生服务站
贵州省 贵阳市 修文县 修文县久长镇卫生院
贵州省 贵阳市 修文县 修文县六屯乡卫生院
贵州省 贵阳市 修文县 修文县六广镇卫生院
贵州省 贵阳市 修文县 修文县六桶乡卫生院
贵州省 贵阳市 修文县 修文县大石乡乡卫生院
贵州省 贵阳市 修文县 修文县小箐乡卫生院
贵州省 贵阳市 修文县 修文县扎佐镇卫生院
贵州省 贵阳市 修文县 修文县洒坪乡卫生院
贵州省 贵阳市 修文县 修文县谷堡乡卫生院
贵州省 贵阳市 修文县 修文县龙场镇卫生院
贵州省 贵阳市 南明区 中曹社区卫生服务中心
贵州省 贵阳市 南明区 二戈社区卫生服务中心
贵州省 贵阳市 南明区 云关乡卫生院
贵州省 贵阳市 南明区 兴关社区卫生服务中心
贵州省 贵阳市 南明区 南明区小碧乡卫生院
贵州省 贵阳市 南明区 南明区永乐乡卫生院
贵州省 贵阳市 南明区 后巢乡卫生院
贵州省 贵阳市 南明区 大南社区卫生服务中心
贵州省 贵阳市 南明区 太慈社区卫生服务中心
贵州省 贵阳市 南明区 市府社区卫生服务中心
贵州省 贵阳市 南明区 新华社区卫生服务中心
贵州省 贵阳市 南明区 水口寺社区卫生服务中心
贵州省 贵阳市 南明区 沙冲社区卫生服务中心
贵州省 贵阳市 南明区 沙南社区卫生服务中心
贵州省 贵阳市 南明区 河滨社区卫生服务中心
贵州省 贵阳市 南明区 油榨社区卫生服务中心
贵州省 贵阳市 南明区 湘雅社区卫生服务中心
贵州省 贵阳市 南明区 花果园社区第一卫生服务中心
贵州省 贵阳市 南明区 西湖社区卫生服务中心
贵州省 贵阳市 南明区 遵义社区卫生服务中心
贵州省 贵阳市 南明区 龙洞社区卫生服务中心
贵州省 贵阳市 开阳县 开阳县冯三镇卫生院
贵州省 贵阳市 开阳县 开阳县南江乡乡卫生院
贵州省 贵阳市 开阳县 开阳县南龙乡卫生院
贵州省 贵阳市 开阳县 开阳县双流镇卫生院
贵州省 贵阳市 开阳县 开阳县城关镇卫生院
贵州省 贵阳市 开阳县 开阳县宅吉乡卫生院
贵州省 贵阳市 开阳县 开阳县楠木渡镇卫生院
贵州省 贵阳市 开阳县 开阳县毛云乡卫生院
贵州省 贵阳市 开阳县 开阳县永温乡卫生院
贵州省 贵阳市 开阳县 开阳县禾丰乡卫生院
贵州省 贵阳市 开阳县 开阳县米坪乡卫生院
贵州省 贵阳市 开阳县 开阳县花力乡卫生院
贵州省 贵阳市 开阳县 开阳县金中镇卫生院
贵州省 贵阳市 开阳县 开阳县高寨乡卫生院
贵州省 贵阳市 开阳县 开阳县龙岗镇卫生院
贵州省 贵阳市 开阳县 开阳县龙水乡卫生院
贵州省 贵阳市 息烽县 息烽县九庄镇卫生院
贵州省 贵阳市 息烽县 息烽县养龙司乡卫生院
贵州省 贵阳市 息烽县 息烽县小寨坝镇卫生院
贵州省 贵阳市 息烽县 息烽县永靖镇卫生院
贵州省 贵阳市 息烽县 息烽县流长乡卫生院
贵州省 贵阳市 息烽县 息烽县温泉镇卫生院
贵州省 贵阳市 息烽县 息烽县石硐乡卫生院
贵州省 贵阳市 息烽县 息烽县西山乡卫生院
贵州省 贵阳市 息烽县 息烽县青山乡卫生院
贵州省 贵阳市 息烽县 息烽县鹿窝乡卫生院
贵州省 贵阳市 清镇市 清镇市卫城镇卫生院
贵州省 贵阳市 清镇市 清镇市新店镇卫生院
贵州省 贵阳市 清镇市 清镇市暗流乡卫生院
贵州省 贵阳市 清镇市 清镇市流长乡卫生院
贵州省 贵阳市 清镇市 清镇市犁倭乡卫生院
贵州省 贵阳市 清镇市 清镇市王庄乡卫生院
贵州省 贵阳市 清镇市 清镇市第二人民医院
贵州省 贵阳市 清镇市 清镇市红枫湖镇卫生院
贵州省 贵阳市 清镇市 清镇市青龙卫生站
贵州省 贵阳市 清镇市 清镇市麦格乡卫生院
贵州省 贵阳市 白云区 白云区大山洞社区卫生服务中心
贵州省 贵阳市 白云区 白云区沙文镇卫生院
贵州省 贵阳市 白云区 白云区牛场乡卫生院
贵州省 贵阳市 白云区 白云区艳山社区卫生服务中心
贵州省 贵阳市 白云区 白云区艳山红社区卫生服务中心
贵州省 贵阳市 白云区 白云区艳山红镇卫生院
贵州省 贵阳市 白云区 白云区都拉乡卫生院
贵州省 贵阳市 白云区 白云区铝兴社区卫生服务中心
贵州省 贵阳市 白云区 白云区麦架镇卫生院
贵州省 贵阳市 白云区 白云区龚家寨社区卫生服务中心
贵州省 贵阳市 白云区 红云社区卫生服务中心
贵州省 贵阳市 白云区 都新社区卫生服务中心
贵州省 贵阳市 花溪区 兴隆第一社区卫生服务站
贵州省 贵阳市 花溪区 兴隆第二社区卫生服务站
贵州省 贵阳市 花溪区 华阳社区卫生服务站
贵州省 贵阳市 花溪区 小孟社区卫生服务站
贵州省 贵阳市 花溪区 小河区三江社区卫生服务中心
贵州省 贵阳市 花溪区 小河区金竹社区卫生服务中心
贵州省 贵阳市 花溪区 小河区黄河社区卫生服务中心
贵州省 贵阳市 花溪区 平桥社区卫生服务中心（原名贵阳矿山机器厂职工医院）
贵州省 贵阳市 花溪区 平桥第一社区卫生服务站
贵州省 贵阳市 花溪区 明珠社区卫生服务中心
贵州省 贵阳市 花溪区 清浦一社区卫生服务中心
贵州省 贵阳市 花溪区 清浦二社区卫生服务中心
贵州省 贵阳市 花溪区 瑞华社区卫生服务中心
贵州省 贵阳市 花溪区 盘浦社区卫生服务站（原名贵航300医院）
贵州省 贵阳市 花溪区 航天第一社区卫生服务站
贵州省 贵阳市 花溪区 航天第二社区卫生服务站
贵州省 贵阳市 花溪区 花孟社区卫生服务站
贵州省 贵阳市 花溪区 花溪区万科社区卫生服务站
贵州省 贵阳市 花溪区 花溪区久安乡卫生院
贵州省 贵阳市 花溪区 花溪区孟关乡卫生院
贵州省 贵阳市 花溪区 花溪区清溪街道办事处社区卫生服务中心
贵州省 贵阳市 花溪区 花溪区溪北社区卫生服务中心
贵州省 贵阳市 花溪区 花溪区燕楼乡卫生院
贵州省 贵阳市 花溪区 花溪区石板镇卫生院
贵州省 贵阳市 花溪区 花溪区航空社区卫生服务站
贵州省 贵阳市 花溪区 花溪区金欣社区卫生服务站
贵州省 贵阳市 花溪区 花溪区青岩镇卫生院
贵州省 贵阳市 花溪区 花溪区马林乡卫生院
贵州省 贵阳市 花溪区 花溪区高坡乡卫生院
贵州省 贵阳市 花溪区 花溪区麦坪乡卫生院
贵州省 贵阳市 花溪区 花溪区黔陶乡卫生院
贵州省 贵阳市 花溪区 贵筑社区卫生服务中心
贵州省 贵阳市 花溪区 阳光社区卫生服务中心
贵州省 贵阳市 花溪区 黔江社区卫生服务中心
贵州省 贵阳市 观山湖区 世纪城社区卫生服务中心
贵州省 贵阳市 观山湖区 朱昌镇卫生院
贵州省 贵阳市 观山湖区 碧海社区卫生服务中心
贵州省 贵阳市 观山湖区 观山湖会展社区卫生服务中心
贵州省 贵阳市 观山湖区 观山湖区百花湖乡卫生院
贵州省 贵阳市 观山湖区 观山湖观山社区卫生服务中心
贵州省 贵阳市 观山湖区 逸景社区卫生服务站
贵州省 贵阳市 观山湖区 金华园社区卫生服务中心
贵州省 贵阳市 观山湖区 金华镇卫生院
贵州省 贵阳市 观山湖区 高新区野鸭卫生院
贵州省 遵义市 习水县 遵义市习水县三岔乡卫生院
贵州省 遵义市 习水县 遵义市习水县东皇镇卫生院
贵州省 遵义市 习水县 遵义市习水县习酒镇卫生院
贵州省 遵义市 习水县 遵义市习水县二郎乡卫生院
贵州省 遵义市 习水县 遵义市习水县二里乡卫生院
贵州省 遵义市 习水县 遵义市习水县仙源镇卫生院
贵州省 遵义市 习水县 遵义市习水县双龙乡卫生院
贵州省 遵义市 习水县 遵义市习水县同民镇卫生院
贵州省 遵义市 习水县 遵义市习水县回龙镇卫生院
贵州省 遵义市 习水县 遵义市习水县土城镇卫生院
贵州省 遵义市 习水县 遵义市习水县坭坝乡卫生院
贵州省 遵义市 习水县 遵义市习水县大坡乡卫生院
贵州省 遵义市 习水县 遵义市习水县官店镇卫生院
贵州省 遵义市 习水县 遵义市习水县寨坝镇卫生院
贵州省 遵义市 习水县 遵义市习水县桃林乡卫生院
贵州省 遵义市 习水县 遵义市习水县桑木镇卫生院
贵州省 遵义市 习水县 遵义市习水县民化乡卫生院
贵州省 遵义市 习水县 遵义市习水县永安镇卫生院
贵州省 遵义市 习水县 遵义市习水县温水镇卫生院
贵州省 遵义市 习水县 遵义市习水县程寨乡卫生院
贵州省 遵义市 习水县 遵义市习水县良村镇卫生院
贵州省 遵义市 习水县 遵义市习水县醒民镇卫生院
贵州省 遵义市 习水县 遵义市习水县隆兴镇卫生院
贵州省 遵义市 习水县 遵义市习水县马临工业经济区卫生院
贵州省 遵义市 仁怀市 仁怀市三合镇卫生院
贵州省 遵义市 仁怀市 仁怀市中枢街道社区卫生服务中心
贵州省 遵义市 仁怀市 仁怀市九仓镇卫生院
贵州省 遵义市 仁怀市 仁怀市五马镇卫生院
贵州省 遵义市 仁怀市 仁怀市合马镇卫生院
贵州省 遵义市 仁怀市 仁怀市后山乡卫生院
贵州省 遵义市 仁怀市 仁怀市喜头镇卫生院
贵州省 遵义市 仁怀市 仁怀市坛厂街道社区卫生服务中心
贵州省 遵义市 仁怀市 仁怀市大坝镇卫生院
贵州省 遵义市 仁怀市 仁怀市学孔镇卫生院
贵州省 遵义市 仁怀市 仁怀市火石镇卫生院
贵州省 遵义市 仁怀市 仁怀市盐津街道社区卫生服务中心
贵州省 遵义市 仁怀市 仁怀市美酒河镇卫生院
贵州省 遵义市 仁怀市 仁怀市苍龙街道社区卫生服务中心
贵州省 遵义市 仁怀市 仁怀市茅台镇二合卫生院
贵州省 遵义市 仁怀市 仁怀市茅台镇卫生院
贵州省 遵义市 仁怀市 仁怀市茅坝镇卫生院
贵州省 遵义市 仁怀市 仁怀市长岗镇卫生院
贵州省 遵义市 仁怀市 仁怀市高大坪镇卫生院
贵州省 遵义市 仁怀市 仁怀市鲁班街道社区卫生服务中心
贵州省 遵义市 仁怀市 仁怀市龙井镇卫生院
贵州省 遵义市 余庆县 余庆县关兴镇卫生院
贵州省 遵义市 余庆县 余庆县大乌江镇卫生院
贵州省 遵义市 余庆县 余庆县子营街道社区卫生服务中心
贵州省 遵义市 余庆县 余庆县敖溪镇中心卫生院
贵州省 遵义市 余庆县 余庆县松烟镇中心卫生院
贵州省 遵义市 余庆县 余庆县构皮滩镇中心卫生院
贵州省 遵义市 余庆县 余庆县白泥镇卫生院
贵州省 遵义市 余庆县 余庆县花山乡卫生院
贵州省 遵义市 余庆县 余庆县龙家镇卫生院
贵州省 遵义市 余庆县 余庆县龙溪镇中心卫生院
贵州省 遵义市 凤冈县 凤冈县何坝乡卫生院
贵州省 遵义市 凤冈县 凤冈县土溪镇卫生院
贵州省 遵义市 凤冈县 凤冈县天桥乡卫生院
贵州省 遵义市 凤冈县 凤冈县新建乡卫生院
贵州省 遵义市 凤冈县 凤冈县永和镇卫生院
贵州省 遵义市 凤冈县 凤冈县永安镇卫生院
贵州省 遵义市 凤冈县 凤冈县王寨乡卫生院
贵州省 遵义市 凤冈县 凤冈县琊川镇卫生院
贵州省 遵义市 凤冈县 凤冈县石径乡卫生院
贵州省 遵义市 凤冈县 凤冈县绥阳镇卫生院
贵州省 遵义市 凤冈县 凤冈县花坪镇卫生院
贵州省 遵义市 凤冈县 凤冈县蜂岩镇卫生院
贵州省 遵义市 凤冈县 凤冈县进化镇卫生院
贵州省 遵义市 凤冈县 凤冈县龙泉镇社区服务中心
贵州省 遵义市 务川县 务川县东门社区卫生服务中心
贵州省 遵义市 务川县 务川县丰乐镇民族卫生院
贵州省 遵义市 务川县 务川县分水乡卫生院
贵州省 遵义市 务川县 务川县大坪镇卫生院
贵州省 遵义市 务川县 务川县柏村镇卫生院
贵州省 遵义市 务川县 务川县泥高乡卫生院
贵州省 遵义市 务川县 务川县浞水镇卫生院
贵州省 遵义市 务川县 务川县涪洋卫生院
贵州省 遵义市 务川县 务川县石朝乡卫生院
贵州省 遵义市 务川县 务川县砚山镇卫生院
贵州省 遵义市 务川县 务川县红丝乡卫生院
贵州省 遵义市 务川县 务川县茅天镇卫生院
贵州省 遵义市 务川县 务川县蕉坝乡卫生院
贵州省 遵义市 务川县 务川县西门社区卫生服务中心
贵州省 遵义市 务川县 务川县都濡镇卫生院
贵州省 遵义市 务川县 务川县镇南卫生院
贵州省 遵义市 务川县 务川县黄都卫生院
贵州省 遵义市 播州区 播州区三合镇卫生院
贵州省 遵义市 播州区 播州区三岔镇卫生院
贵州省 遵义市 播州区 播州区乌江镇卫生院
贵州省 遵义市 播州区 播州区乐山镇卫生院
贵州省 遵义市 播州区 播州区团溪镇卫生院
贵州省 遵义市 播州区 播州区尚嵇镇卫生院
贵州省 遵义市 播州区 播州区平正乡卫生院
贵州省 遵义市 播州区 播州区新民镇卫生院
贵州省 遵义市 播州区 播州区枫香镇卫生院
贵州省 遵义市 播州区 播州区洪关乡卫生院
贵州省 遵义市 播州区 播州区石板镇卫生院
贵州省 遵义市 播州区 播州区苟江镇卫生院
贵州省 遵义市 播州区 播州区茅栗镇卫生院
贵州省 遵义市 播州区 播州区西坪镇卫生院
贵州省 遵义市 播州区 播州区铁厂镇卫生院
贵州省 遵义市 播州区 播州区马蹄镇卫生院
贵州省 遵义市 播州区 播州区鸭溪镇卫生院
贵州省 遵义市 播州区 播州区龙坑镇卫生院
贵州省 遵义市 播州区 遵义县三渡镇卫生院
贵州省 遵义市 播州区 遵义县喇叭镇卫生院
贵州省 遵义市 播州区 遵义县山盆镇卫生院
贵州省 遵义市 播州区 遵义县新舟镇卫生院
贵州省 遵义市 播州区 遵义县松林镇卫生院
贵州省 遵义市 播州区 遵义县毛石镇卫生院
贵州省 遵义市 播州区 遵义县永乐镇卫生院
贵州省 遵义市 播州区 遵义县沙湾镇卫生院
贵州省 遵义市 播州区 遵义县泮水镇卫生院
贵州省 遵义市 播州区 遵义县芝麻镇卫生院
贵州省 遵义市 播州区 遵义县虾子镇卫生院
贵州省 遵义市 播州区 遵义县龙坪镇卫生院
贵州省 遵义市 播州区 遵义市播州区南街南白社区卫生计生服务中心
贵州省 遵义市 播州区 遵义市播州区影街影山湖社区卫生计生服务中心
贵州省 遵义市 播州区 遵义市播州区播街播南社区卫生计生服务中心
贵州省 遵义市 播州区 遵义市播州区桂街桂花社区卫生计生服务中心
贵州省 遵义市 桐梓县 桐梓县九坝镇卫生院
贵州省 遵义市 桐梓县 桐梓县坡渡镇卫生院
贵州省 遵义市 桐梓县 桐梓县夜朗镇卫生院
贵州省 遵义市 桐梓县 桐梓县大河镇卫生院
贵州省 遵义市 桐梓县 桐梓县娄山关镇卫生院
贵州省 遵义市 桐梓县 桐梓县官仓镇卫生院
贵州省 遵义市 桐梓县 桐梓县容光乡卫生院
贵州省 遵义市 桐梓县 桐梓县小水乡卫生院
贵州省 遵义市 桐梓县 桐梓县尧龙山镇卫生院
贵州省 遵义市 桐梓县 桐梓县新站镇卫生院
贵州省 遵义市 桐梓县 桐梓县木瓜镇卫生院
贵州省 遵义市 桐梓县 桐梓县松坎镇卫生院
贵州省 遵义市 桐梓县 桐梓县楚米镇卫生院
贵州省 遵义市 桐梓县 桐梓县水坝塘镇卫生院
贵州省 遵义市 桐梓县 桐梓县燎原镇卫生院
贵州省 遵义市 桐梓县 桐梓县狮溪镇卫生院
贵州省 遵义市 桐梓县 桐梓县羊磴镇卫生院
贵州省 遵义市 桐梓县 桐梓县芭蕉乡卫生院
贵州省 遵义市 桐梓县 桐梓县花秋镇卫生院
贵州省 遵义市 桐梓县 桐梓县茅石乡卫生院
贵州省 遵义市 桐梓县 桐梓县风水乡卫生院
贵州省 遵义市 桐梓县 桐梓县马宗乡卫生院
贵州省 遵义市 桐梓县 桐梓县高桥镇卫生院
贵州省 遵义市 桐梓县 桐梓县黄连乡卫生院
贵州省 遵义市 正安县 正安县中观镇卫生院
贵州省 遵义市 正安县 正安县乐俭乡卫生院
贵州省 遵义市 正安县 正安县俭坪卫生院
贵州省 遵义市 正安县 正安县和溪镇卫生院
贵州省 遵义市 正安县 正安县土坪镇卫生院
贵州省 遵义市 正安县 正安县安场镇卫生院
贵州省 遵义市 正安县 正安县小雅镇卫生院
贵州省 遵义市 正安县 正安县市坪乡卫生院
贵州省 遵义市 正安县 正安县庙塘镇卫生院
贵州省 遵义市 正安县 正安县新洲镇卫生院
贵州省 遵义市 正安县 正安县杨兴乡卫生院
贵州省 遵义市 正安县 正安县格林镇卫生院
贵州省 遵义市 正安县 正安县桴焉乡卫生院
贵州省 遵义市 正安县 正安县流渡镇卫生院
贵州省 遵义市 正安县 正安县班竹乡卫生院
贵州省 遵义市 正安县 正安县瑞溪镇卫生院
贵州省 遵义市 正安县 正安县碧丰乡卫生院
贵州省 遵义市 正安县 正安县谢坝乡卫生院
贵州省 遵义市 汇川区 汇川区上海路社区卫生服务中心
贵州省 遵义市 汇川区 汇川区南京路社区卫生服务站
贵州省 遵义市 汇川区 汇川区团泽镇卫生院
贵州省 遵义市 汇川区 汇川区板桥镇卫生院
贵州省 遵义市 汇川区 汇川区泗渡镇卫生院
贵州省 遵义市 汇川区 汇川区洗马办仁和苑社区服务站
贵州省 遵义市 汇川区 汇川区洗马路汇川社区卫生服务中心
贵州省 遵义市 汇川区 汇川区洗马路社区卫生服务站
贵州省 遵义市 汇川区 汇川区深圳路社区卫生服务站
贵州省 遵义市 汇川区 汇川区添阳小区社区卫生服务站
贵州省 遵义市 汇川区 汇川区第一社区卫生服务中心
贵州省 遵义市 汇川区 汇川区第七社区卫生服务中心
贵州省 遵义市 汇川区 汇川区航天社区卫生服务中心
贵州省 遵义市 汇川区 汇川区茅草铺社区卫生服务站
贵州省 遵义市 汇川区 汇川区董公寺镇卫生院
贵州省 遵义市 汇川区 汇川区香港路社区卫生服务站
贵州省 遵义市 汇川区 汇川区高坪镇卫生院
贵州省 遵义市 汇川区 汇川区高桥镇卫生院
贵州省 遵义市 汇川区 遵义市汇川区山盆镇卫生院
贵州省 遵义市 汇川区 遵义市汇川区松林镇卫生院
贵州省 遵义市 汇川区 遵义市汇川区毛石镇卫生院
贵州省 遵义市 汇川区 遵义市汇川区沙湾镇卫生院
贵州省 遵义市 汇川区 遵义市汇川区芝麻镇卫生院
贵州省 遵义市 湄潭县 湄潭县兴隆镇卫生院
贵州省 遵义市 湄潭县 湄潭县复兴镇卫生院
贵州省 遵义市 湄潭县 湄潭县天城乡卫生院
贵州省 遵义市 湄潭县 湄潭县抄乐乡卫生院
贵州省 遵义市 湄潭县 湄潭县新南乡卫生院
贵州省 遵义市 湄潭县 湄潭县永兴镇卫生院
贵州省 遵义市 湄潭县 湄潭县洗马乡卫生院
贵州省 遵义市 湄潭县 湄潭县湄江镇卫生院
贵州省 遵义市 湄潭县 湄潭县石连乡卫生院
贵州省 遵义市 湄潭县 湄潭县茅坪镇卫生院
贵州省 遵义市 湄潭县 湄潭县西河乡卫生院
贵州省 遵义市 湄潭县 湄潭县马山镇卫生院
贵州省 遵义市 湄潭县 湄潭县高台镇卫生院
贵州省 遵义市 湄潭县 湄潭县黄家坝镇卫生院
贵州省 遵义市 红花岗区 礼仪社区卫生服务中心
贵州省 遵义市 红花岗区 红花岗区万里路街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区中华路街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区中山路街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区北京路街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区南关镇卫生院
贵州省 遵义市 红花岗区 红花岗区巷口镇卫生院
贵州省 遵义市 红花岗区 红花岗区延安路街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区忠庄镇卫生院
贵州省 遵义市 红花岗区 红花岗区新蒲镇卫生院
贵州省 遵义市 红花岗区 红花岗区海龙镇卫生院
贵州省 遵义市 红花岗区 红花岗区深溪镇卫生院
贵州省 遵义市 红花岗区 红花岗区老城街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区舟水桥街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区迎红街道办事处卫生服务中心
贵州省 遵义市 红花岗区 红花岗区金鼎山镇卫生院
贵州省 遵义市 红花岗区 红花岗区长征镇卫生院
贵州省 遵义市 红花岗区 遵义市红花岗区三渡镇卫生院
贵州省 遵义市 红花岗区 遵义市红花岗区喇叭镇卫生院
贵州省 遵义市 红花岗区 遵义市红花岗区新舟镇卫生院
贵州省 遵义市 红花岗区 遵义市红花岗区永乐镇卫生院
贵州省 遵义市 红花岗区 遵义市红花岗区虾子镇卫生院
贵州省 遵义市 绥阳县 绥阳县坪乐乡卫生院
贵州省 遵义市 绥阳县 绥阳县大路槽乡卫生院
贵州省 遵义市 绥阳县 绥阳县太白镇卫生院
贵州省 遵义市 绥阳县 绥阳县宽阔镇卫生院
贵州省 遵义市 绥阳县 绥阳县小关乡卫生院
贵州省 遵义市 绥阳县 绥阳县旺草镇卫生院
贵州省 遵义市 绥阳县 绥阳县枧坝镇卫生院
贵州省 遵义市 绥阳县 绥阳县洋川镇防疫妇幼保健站
贵州省 遵义市 绥阳县 绥阳县温泉镇卫生院
贵州省 遵义市 绥阳县 绥阳县茅垭镇卫生院
贵州省 遵义市 绥阳县 绥阳县蒲场镇卫生院
贵州省 遵义市 绥阳县 绥阳县郑场镇卫生院
贵州省 遵义市 绥阳县 绥阳县青杠塘镇卫生院
贵州省 遵义市 绥阳县 绥阳县风华镇卫生院
贵州省 遵义市 绥阳县 绥阳县黄杨镇卫生院
贵州省 遵义市 赤水市 赤水市丙安乡卫生院
贵州省 遵义市 赤水市 赤水市两河口乡卫生院
贵州省 遵义市 赤水市 赤水市元厚镇卫生院
贵州省 遵义市 赤水市 赤水市复兴镇卫生院
贵州省 遵义市 赤水市 赤水市大同镇卫生院
贵州省 遵义市 赤水市 赤水市天台镇卫生院
贵州省 遵义市 赤水市 赤水市官渡镇中心卫生院
贵州省 遵义市 赤水市 赤水市宝元乡卫生院
贵州省 遵义市 赤水市 赤水市市中街道办事处卫生所
贵州省 遵义市 赤水市 赤水市文华街道办事处卫生所
贵州省 遵义市 赤水市 赤水市旺隆镇中心卫生院
贵州省 遵义市 赤水市 赤水市白云乡卫生院
贵州省 遵义市 赤水市 赤水市石堡乡卫生院
贵州省 遵义市 赤水市 赤水市葫市镇卫生院
贵州省 遵义市 赤水市 赤水市金华办事处卫生所
贵州省 遵义市 赤水市 赤水市长期镇卫生院
贵州省 遵义市 赤水市 赤水市长沙镇卫生院
贵州省 遵义市 道真县 道真县三桥镇卫生院
贵州省 遵义市 道真县 道真县三江镇卫生院
贵州省 遵义市 道真县 道真县上坝乡卫生院
贵州省 遵义市 道真县 道真县大矸镇卫生院
贵州省 遵义市 道真县 道真县平模镇卫生院
贵州省 遵义市 道真县 道真县忠信镇卫生院
贵州省 遵义市 道真县 道真县旧城镇卫生院
贵州省 遵义市 道真县 道真县桃源乡卫生院
贵州省 遵义市 道真县 道真县棕坪乡卫生院
贵州省 遵义市 道真县 道真县河口乡卫生院
贵州省 遵义市 道真县 道真县洛龙镇卫生院
贵州省 遵义市 道真县 道真县阳溪镇卫生院
贵州省 遵义市 道真县 道真县隆兴镇卫生院
贵州省 铜仁市 万山区 万山区社区卫生服务中心
贵州省 铜仁市 万山区 万山特区下溪乡卫生院
贵州省 铜仁市 万山区 万山特区敖寨乡卫生院
贵州省 铜仁市 万山区 万山特区高楼坪乡卫生院
贵州省 铜仁市 万山区 万山特区黄道乡卫生院
贵州省 铜仁市 万山区 大坪乡卫生院
贵州省 铜仁市 万山区 茶店镇卫生院
贵州省 铜仁市 万山区 谢桥街道办事处社区卫生服务中心
贵州省 铜仁市 万山区 鱼塘乡卫生院
贵州省 铜仁市 印江县 印江县中兴街道卫生院
贵州省 铜仁市 印江县 印江县刀坝乡卫生院
贵州省 铜仁市 印江县 印江县合水镇卫生院
贵州省 铜仁市 印江县 印江县天堂镇卫生院
贵州省 铜仁市 印江县 印江县峨岭街道卫生服务中心
贵州省 铜仁市 印江县 印江县新寨乡卫生院
贵州省 铜仁市 印江县 印江县朗溪镇卫生院
贵州省 铜仁市 印江县 印江县木黄镇卫生院
贵州省 铜仁市 印江县 印江县杉树乡卫生院
贵州省 铜仁市 印江县 印江县杨柳乡卫生院
贵州省 铜仁市 印江县 印江县板溪镇卫生院
贵州省 铜仁市 印江县 印江县沙子坡镇卫生院
贵州省 铜仁市 印江县 印江县洋溪镇卫生院
贵州省 铜仁市 印江县 印江县紫薇镇卫生院
贵州省 铜仁市 印江县 印江县缠溪镇卫生院
贵州省 铜仁市 印江县 印江县罗场乡卫生院
贵州省 铜仁市 印江县 印江县龙津街道卫生服务中心
贵州省 铜仁市 德江县 德江县共和乡卫生院
贵州省 铜仁市 德江县 德江县合兴乡卫生院
贵州省 铜仁市 德江县 德江县堰塘乡卫生院
贵州省 铜仁市 德江县 德江县复兴乡卫生院
贵州省 铜仁市 德江县 德江县平原乡卫生院
贵州省 铜仁市 德江县 德江县枫香溪镇卫生院
贵州省 铜仁市 德江县 德江县桶井乡卫生院
贵州省 铜仁市 德江县 德江县楠杆乡卫生院
贵州省 铜仁市 德江县 德江县沙溪乡卫生院
贵州省 铜仁市 德江县 德江县泉口乡卫生院
贵州省 铜仁市 德江县 德江县潮砥镇卫生院
贵州省 铜仁市 德江县 德江县煎茶镇中心卫生院
贵州省 铜仁市 德江县 德江县玉水街道社区卫生服务中心
贵州省 铜仁市 德江县 德江县稳坪镇中心卫生院
贵州省 铜仁市 德江县 德江县荆角乡卫生院
贵州省 铜仁市 德江县 德江县钱家乡卫生院
贵州省 铜仁市 德江县 德江县长丰乡卫生院
贵州省 铜仁市 德江县 德江县长堡乡中心卫生院
